HydroUnit,CUR_RCG_M,FOR_RCG_M,SAV_RCG_M,DLTA_FOR_M,DLTA_SAV_M,DLTA_FOR_PRC,DLTA_SAV_PRC
598,7.052687632,7.350526988,6.480330142,0.297839356,-0.57235749,0.042230618,-0.081154521
599,7.994045359,7.981383252,7.006939123,-0.012662107,-0.987106236,-0.001583942,-0.12348019
600,6.319366192,6.677006836,5.691731516,0.357640644,-0.627634676,0.056594385,-0.099319244
601,9.67161484,9.914029544,9.155365726,0.242414704,-0.516249114,0.025064553,-0.053377758
602,8.295217577,8.542931026,7.480671178,0.24771345,-0.814546399,0.0298622,-0.0981947
603,8.474398739,8.534243249,7.589258571,0.059844509,-0.885140169,0.0070618,-0.104448728
604,7.460254628,7.931234577,6.955845065,0.470979949,-0.504409563,0.063131887,-0.067612915
605,8.213988211,8.407742556,7.339972761,0.193754345,-0.87401545,0.02358834,-0.106405735
606,6.78027378,7.133527372,6.114175765,0.353253593,-0.666098015,0.052100196,-0.098240578
607,6.848198616,7.197758286,6.292200122,0.34955967,-0.555998494,0.051044032,-0.081189014
608,6.991626525,7.330240282,6.367090736,0.338613757,-0.624535789,0.048431328,-0.089326251
609,7.651351711,7.77888504,6.647533213,0.127533329,-1.003818498,0.016668078,-0.131194923
610,7.096130683,7.475272037,6.478905916,0.379141354,-0.617224767,0.053429308,-0.086980468
611,7.805646176,7.879683631,6.878763891,0.074037455,-0.926882285,0.009485115,-0.118745106
612,6.448674519,6.591465868,5.697598589,0.142791349,-0.751075929,0.022142744,-0.116469815
613,8.528797686,8.796430665,7.7931081,0.267632979,-0.735689585,0.031379919,-0.086259472
614,9.51485018,9.624472551,8.756855719,0.109622371,-0.757994461,0.011521187,-0.079664361
615,7.586105431,7.805568542,6.711205997,0.219463111,-0.874899434,0.028929615,-0.115329195
616,11.37191534,11.40048771,10.78229429,0.028572362,-0.589621058,0.002512537,-0.051848879
617,10.08132557,10.08284097,9.261387917,0.0015154,-0.81993765,0.000150318,-0.081332325
618,6.536474936,6.674539209,5.703224817,0.138064273,-0.833250119,0.02112213,-0.127476985
619,10.24963393,10.23444681,9.567567877,-0.015187129,-0.682066058,-0.001481724,-0.066545407
620,6.720620839,7.028309948,6.14593416,0.307689109,-0.574686679,0.04578284,-0.085510951
621,8.632133787,9.145728949,8.236371722,0.513595162,-0.395762065,0.059498054,-0.045847536
622,7.679780905,7.669883962,6.666795221,-0.009896943,-1.012985684,-0.001288701,-0.131902941
623,8.474280058,8.69197323,7.786798275,0.217693172,-0.687481783,0.025688692,-0.081125686
624,7.545693388,7.557868542,6.585039569,0.012175154,-0.960653818,0.001613524,-0.127311536
625,7.53265051,7.698852189,6.598750356,0.16620168,-0.933900153,0.02206417,-0.123980284
626,7.679804803,7.983302434,6.960716049,0.30349763,-0.719088754,0.039518925,-0.093633728
627,7.295501217,7.571437787,6.605768874,0.27593657,-0.689732343,0.037822839,-0.094542146
628,7.433803094,7.809450123,6.84038965,0.375647029,-0.593413444,0.050532281,-0.07982636
629,7.310118294,7.511991964,6.603226755,0.20187367,-0.706891539,0.02761565,-0.096700424
630,7.119347697,7.368458424,6.301608115,0.249110727,-0.817739582,0.034990667,-0.114861588
631,6.475207066,6.782150911,5.953049025,0.306943846,-0.52215804,0.047402939,-0.08063959
632,8.225371118,8.482535431,7.652071037,0.257164312,-0.573300081,0.031264767,-0.069698993
633,7.878170122,8.287360158,7.248984777,0.409190037,-0.629185344,0.051939731,-0.079864402
634,9.090863952,9.104309107,8.14732974,0.013445155,-0.943534212,0.001478974,-0.103789279
635,7.524957319,7.809318867,6.948136357,0.284361548,-0.576820962,0.037789124,-0.076654383
636,8.568890817,8.847892149,7.897430289,0.279001332,-0.671460528,0.032559795,-0.078360262
637,6.614573134,7.05395191,5.928521198,0.439378776,-0.686051937,0.06642587,-0.103718248
638,8.574353102,8.957727766,7.952162031,0.383374663,-0.622191072,0.044711789,-0.0725642
639,11.8669028,11.84132052,11.54318658,-0.025582285,-0.323716228,-0.002155768,-0.027278915
640,7.607861881,8.01763405,6.961966277,0.409772169,-0.645895603,0.053861673,-0.08489844
641,10.35266671,10.42534241,9.953182826,0.072675708,-0.39948388,0.007019999,-0.038587534
642,7.032282307,7.429002815,6.40982243,0.396720508,-0.622459877,0.05641419,-0.088514631
643,7.637638107,7.943808741,6.886773705,0.306170634,-0.750864402,0.040087083,-0.098311074
644,10.16517308,10.26148737,9.763099364,0.096314285,-0.40207372,0.009474928,-0.039554046
645,7.032404212,7.405040862,6.441103809,0.372636649,-0.591300403,0.052988514,-0.084082255
646,9.230092325,9.313505817,8.741401829,0.083413491,-0.488690497,0.009037124,-0.052945353
647,7.896824488,8.18222559,7.165292988,0.285401102,-0.731531499,0.036141249,-0.09263616
648,8.733304058,9.041757772,8.109300636,0.308453715,-0.624003422,0.035319246,-0.071451013
649,7.338442271,7.560925054,6.431289862,0.222482782,-0.907152409,0.03031744,-0.123616481
650,7.261986694,7.622024782,6.610701858,0.360038088,-0.651284836,0.049578456,-0.089684113
651,7.341869937,7.731388029,6.731774802,0.389518092,-0.610095136,0.053054344,-0.083098058
652,7.699565328,7.949957109,6.901322786,0.250391781,-0.798242541,0.032520249,-0.103673715
653,7.941626151,8.31776253,7.314496716,0.376136379,-0.627129435,0.04736264,-0.078967383
654,10.0511717,10.23386084,9.491329013,0.182689148,-0.559842683,0.018175906,-0.055699246
655,7.548522096,7.786371755,6.820460036,0.23784966,-0.72806206,0.031509434,-0.096450941
656,6.848142898,7.148185853,6.127513832,0.300042955,-0.720629065,0.04381377,-0.105229852
657,8.582772537,8.918255275,7.975601963,0.335482738,-0.607170574,0.039087921,-0.070742941
658,7.684228614,8.006724668,7.018239526,0.322496054,-0.665989089,0.041968566,-0.086669609
659,7.220995096,7.528895434,6.544727645,0.307900339,-0.676267451,0.042639599,-0.093652944
660,7.636265821,7.942911831,7.0169687,0.306646011,-0.61929712,0.04015654,-0.081099471
661,7.302839616,7.569727883,6.601892959,0.266888267,-0.700946657,0.036545821,-0.095982754
662,6.967861229,7.24603837,6.538784389,0.278177141,-0.42907684,0.039922888,-0.061579418
663,7.350831393,7.644891561,6.66908872,0.294060168,-0.681742672,0.040003661,-0.092743614
664,7.800474068,7.904415512,7.641055083,0.103941444,-0.159418985,0.013325016,-0.020437089
665,6.369362497,6.820789418,5.665741189,0.451426921,-0.703621308,0.070874742,-0.11046966
666,6.298980259,6.562354276,5.896564566,0.263374017,-0.402415693,0.041812167,-0.063885848
667,6.834761672,7.211399653,6.232062036,0.376637981,-0.602699636,0.055106235,-0.088181515
668,8.361641647,8.787726574,7.63939059,0.426084928,-0.722251056,0.05095709,-0.086376705
669,8.057673513,8.496069608,7.361738168,0.438396095,-0.695935345,0.05440728,-0.086369266
670,6.89040532,7.296606661,6.195303837,0.406201341,-0.695101483,0.058951734,-0.100879622
671,7.092971779,7.44522019,6.449215328,0.352248411,-0.643756451,0.049661612,-0.090759765
672,7.21525092,7.655053136,6.495251431,0.439802216,-0.719999489,0.060954528,-0.099788559
673,8.369480658,8.590774334,7.839401929,0.221293676,-0.530078729,0.026440551,-0.063334722
674,7.164661382,7.454749116,6.565706497,0.290087734,-0.598954885,0.040488687,-0.083598492
675,7.672361435,7.858272766,6.936894714,0.185911331,-0.735466722,0.024231305,-0.095859238
676,7.214425792,7.608227075,6.585181815,0.393801282,-0.629243977,0.054585257,-0.087220244
677,7.199057535,7.586615187,6.590988156,0.387557652,-0.608069379,0.053834498,-0.084465137
678,7.327933016,7.554393147,6.600336548,0.22646013,-0.727596469,0.030903685,-0.099290819
679,6.918643959,7.308591151,6.25341839,0.389947192,-0.665225569,0.056361795,-0.096149704
680,7.541490558,7.937839175,6.846775887,0.396348617,-0.694714671,0.05255574,-0.092119014
681,7.633039783,8.016643322,6.972184202,0.383603539,-0.660855581,0.050255671,-0.086578296
682,8.679139226,8.901017796,7.947190257,0.22187857,-0.731948969,0.025564582,-0.084334281
683,7.287420016,7.643849633,6.688691334,0.356429617,-0.598728682,0.048910261,-0.082159211
684,6.95242806,7.238993041,6.245811363,0.286564981,-0.706616697,0.041217971,-0.101635959
685,11.00975585,11.08371494,10.58955795,0.073959083,-0.420197906,0.006717595,-0.03816596
686,6.885756754,7.139427438,6.114145715,0.253670683,-0.771611039,0.036839914,-0.112059003
687,8.698356195,8.98494998,8.038515451,0.286593785,-0.659840745,0.03294804,-0.075858097
688,8.89621574,9.184542269,8.170758559,0.288326529,-0.725457181,0.03241002,-0.081546716
689,8.397326248,8.796789702,7.75145075,0.399463454,-0.645875498,0.047570315,-0.076914422
690,7.994454133,8.339570913,7.270170894,0.345116781,-0.724283239,0.043169524,-0.090598211
691,6.424212019,6.702378377,5.625568164,0.278166358,-0.798643855,0.043299685,-0.124317792
692,6.201668763,6.431445588,5.355848316,0.229776825,-0.845820447,0.037050806,-0.136385944
693,8.797065336,9.082975468,8.075885322,0.285910131,-0.721180014,0.032500626,-0.081979613
694,8.192769369,8.289920383,7.186971251,0.097151014,-1.005798118,0.011858141,-0.122766561
695,7.621966631,7.89407777,6.828421319,0.272111139,-0.793545312,0.035700909,-0.104112934
696,8.08403208,8.326088543,7.38613035,0.242056463,-0.69790173,0.029942541,-0.086330896
697,7.779466879,8.120562052,7.072561665,0.341095173,-0.706905214,0.043845572,-0.090868079
698,8.689523821,8.865037612,7.922141588,0.175513792,-0.767382233,0.020198321,-0.088311195
699,12.00883064,12.05013077,11.63617134,0.041300135,-0.372659302,0.003439147,-0.031032106
700,8.551908029,8.678349201,7.680652701,0.126441172,-0.871255329,0.014785142,-0.101878473
701,7.529013355,7.723201454,6.742005079,0.194188099,-0.787008277,0.025791972,-0.104530068
702,11.55806462,11.59951824,11.22086634,0.04145362,-0.337198277,0.003586554,-0.029174286
703,9.213667159,9.273628916,8.473081511,0.059961757,-0.740585647,0.006507914,-0.080379032
704,9.088535692,9.342651161,8.422653359,0.254115469,-0.665882332,0.027960001,-0.073266184
705,8.462950571,8.781683384,7.805070094,0.318732814,-0.657880477,0.037662138,-0.077736538
706,8.661646158,8.970417125,8.005199791,0.308770967,-0.656446367,0.03564807,-0.075787715
707,9.608196489,9.742641128,8.97514904,0.134444639,-0.633047449,0.013992703,-0.065886189
708,7.7473912,8.029041242,7.0851754,0.281650042,-0.6622158,0.036354178,-0.085475973
709,6.967717223,7.307369698,6.27153411,0.339652475,-0.696183113,0.048746593,-0.099915523
710,8.152641933,8.421586336,7.288673537,0.268944403,-0.863968396,0.03298862,-0.105974039
711,9.099085642,9.385586616,8.349337022,0.286500975,-0.74974862,0.031486787,-0.082398237
712,9.462894018,9.563444236,8.703371842,0.100550218,-0.759522175,0.010625736,-0.080263202
713,7.475727842,7.616490952,6.593260826,0.14076311,-0.882467017,0.018829352,-0.118044294
714,10.64488262,10.83582395,10.13455558,0.190941323,-0.510327042,0.017937382,-0.047941068
715,10.26692439,10.4603155,9.798761244,0.193391114,-0.468163143,0.018836324,-0.045599162
716,10.89038075,11.06801705,10.56431839,0.177636302,-0.32606236,0.016311303,-0.0299404
717,10.67132636,10.68658944,10.09985778,0.015263085,-0.57146858,0.001430289,-0.053551786
718,11.97498612,12.22940405,11.86393609,0.25441793,-0.111050027,0.021245781,-0.009273499
719,7.189860726,7.409158533,6.34299788,0.219297807,-0.846862846,0.030500981,-0.117785709
720,9.916656207,10.03204646,9.126430555,0.115390256,-0.790225653,0.011636005,-0.079686705
721,7.942247718,8.183764537,7.244775136,0.241516819,-0.697472583,0.030409127,-0.087818034
722,7.52032912,7.778973505,6.711636257,0.258644385,-0.808692863,0.034392695,-0.107534238
723,9.213125674,9.307137228,8.225328184,0.094011554,-0.98779749,0.010204089,-0.107216326
724,10.04642815,10.17513453,9.463712425,0.128706384,-0.582715723,0.012811159,-0.058002278
725,9.369000429,9.578281727,8.727617269,0.209281297,-0.641383161,0.022337633,-0.068458014
726,10.97376613,11.10267078,10.35861731,0.128904655,-0.61514882,0.011746619,-0.056056309
727,10.12385505,10.06118875,9.182053291,-0.062666302,-0.941801757,-0.006189964,-0.093027977
728,10.07544151,10.29149508,9.66373876,0.216053567,-0.411702754,0.021443583,-0.040862006
729,8.823191334,9.057585789,8.037400706,0.234394455,-0.785790628,0.026565723,-0.089059684
730,8.685135999,9.085681065,8.0350682,0.400545066,-0.650067799,0.046118456,-0.074848315
731,10.86918939,11.39220474,10.71946704,0.523015348,-0.149722352,0.048119076,-0.013774933
732,11.35654243,11.37270967,11.14772556,0.016167243,-0.208816875,0.001423606,-0.018387364
733,9.312488408,9.542244246,8.874283592,0.229755838,-0.438204816,0.024671799,-0.047055609
734,9.143165337,9.307639743,8.358789651,0.164474406,-0.784375686,0.017988782,-0.085788199
735,9.4803069,9.669390762,9.183451683,0.189083862,-0.296855218,0.019944909,-0.031312828
736,8.56586542,9.075795545,8.106028823,0.509930125,-0.459836597,0.059530485,-0.053682445
737,9.668991347,9.699090132,9.037406058,0.030098785,-0.631585289,0.003112919,-0.065320701
738,7.973498356,8.080395732,7.675126547,0.106897377,-0.298371808,0.013406584,-0.037420439
739,11.72045347,11.73659299,11.445962,0.016139524,-0.274491463,0.001377039,-0.023419867
740,11.57600717,11.58847003,11.36510714,0.012462857,-0.210900031,0.001076611,-0.01821872
741,10.86762648,10.85871109,10.34914147,-0.008915394,-0.51848501,-0.000820363,-0.04770913
742,10.10716175,10.19570513,9.389358943,0.088543383,-0.717802808,0.00876046,-0.071019226
743,12.03877489,12.01624809,11.65939175,-0.022526799,-0.379383137,-0.001871187,-0.031513434
744,10.68487004,10.67744997,10.13361856,-0.00742007,-0.551251484,-0.000694446,-0.051591782
745,8.905435809,8.86609816,8.578622866,-0.039337649,-0.326812943,-0.004417263,-0.036698141
746,10.42320881,10.3819529,9.683564234,-0.041255911,-0.739644575,-0.003958082,-0.070961312
747,11.85542404,11.85199452,11.66053805,-0.003429521,-0.194885993,-0.000289279,-0.016438551
748,10.8461287,11.05879179,10.48862735,0.212663095,-0.357501352,0.019607281,-0.032961194
749,8.966129853,9.604374538,8.74414597,0.638244685,-0.221983883,0.071183966,-0.024758049
